par,portada,codigo,ean,nombre_foto,estado,sku,nota
0001,0001_a_portada.jpg,0001_b_codigo.jpg,7501075727425,Acetif (PARACETAMOL) Tableta 500 mg Caja de cartón con 10 tabletas Novag,eq_sin_ean,EQ-NOV179,"mismo nombre · ['500', 'acetif'] nums=['10', '500']"
0002,0002_a_portada.jpg,0002_b_codigo.jpg,785118753528,LESACLOR (ACICLOVIR) Suspensión 200 mg/5 mL caja con frasco con 125 mL MAVI,fc_sin_ean,FC-B25094C4,mismo nombre · ['lesaclor'] nums=[]
0003,0003_a_portada.jpg,0003_b_codigo.jpg,7502001164833,"Dison's Dex (Betametasona) Suspensión Inyectable 5 mg, 2 mg C/1 amp SON'S",eq_sin_ean,EQ-SON160,"mismo nombre · ['dex'] nums=['1', '2', '5']"
0004,0004_a_portada.jpg,0004_b_codigo.jpg,7501537102982,Celesbitan (Betametasona) Solución Inyectable 8 mg / 2 mL C/1 amp BRULUART,fc_sin_ean,FC-DB3B2584,mismo nombre · ['celesbitan'] nums=[]
0005,0005_a_portada.jpg,0005_b_codigo.jpg,7502216805361,Celecoxib (Celecoxib) Cápsulas 200 mg C/10 ULTRA,fc_sin_ean,FC-E6B50AC3,mismo nombre · ['celecoxib'] nums=[]
0006,0006_a_portada.jpg,0006_b_codigo.jpg,7501349022799,ceftazidima (ceftazidima) Solución 1 g Inyectable C/1 FA AMSA,en_inventario,FC-357D4A17,EAN exacto
0007,0007_a_portada.jpg,0007_b_codigo.jpg,7506624900519,Ceftriaxona (Ceftriaxona) Solución 1 g Inyectable C/1 FA beadvance,fc_sin_ean,FC-C636D8EA,mismo nombre · ['ceftriaxona'] nums=['1']
0008,0008_a_portada.jpg,0008_b_codigo.jpg,7501349028913,atorvastatina (atorvastatina) Tableta 40 mg C/10 AMSA,falta,,EAN nuevo
0009,0009_a_portada.jpg,0009_b_codigo.jpg,7501349012004,Amcef I.M. (ceftriaxona) Solución 1 g Inyectable C/1 FA AMSA,fc_sin_ean,FC-BE76D409,mismo nombre · ['amcef'] nums=['1']
0010,0010_a_portada.jpg,0010_b_codigo.jpg,7501349011007,Amcef I.M. (ceftriaxona) Solución 500 mg Inyectable C/1 FA AMSA,fc_sin_ean,FC-07F04F88,"mismo nombre · ['500', 'amcef'] nums=['500']"
0011,0011_a_portada.jpg,0011_b_codigo.jpg,7502009745737,Beneventol (CEFIXIMA) Suspensión 100 mg / 5 mL 50 mL Maver,en_inventario,FC-9B93AC4C,EAN exacto
0012,0012_a_portada.jpg,0012_b_codigo.jpg,7501349023987,budesonida (budesonida) Suspensión 0.250 mg/2 mL nebulización  AMSA,en_inventario,FC-447B30F9,EAN exacto
0013,0013_a_portada.jpg,0013_b_codigo.jpg,7501349022799,ceftazidima (ceftazidima) Solución 1 g Inyectable C/1 FA AMSA,duplicado_lote,FC-357D4A17,misma caja que 0006 Ceftazidima
0014,0014_a_portada.jpg,0014_b_codigo.jpg,7501384541163,Carbamazepina (Carbamazepina) Tableta 200 mg C/20 psicofarma,fc_sin_ean,FC-885F2723,mismo nombre · ['carbamazepina'] nums=[]
0015,0015_a_portada.jpg,0015_b_codigo.jpg,7502216792579,Captopril (Captopril) Tabletas 25 mg C/30 ULTRA,fc_sin_ean,FC-82F88FED,mismo nombre · ['captopril'] nums=[]
0016,0016_a_portada.jpg,0016_b_codigo.jpg,7501349024304,budesonida (budesonida) Suspensión 0.500 mg/2 mL nebulización  AMSA,fc_sin_ean,FC-281E0F22,mismo nombre · ['budesonida'] nums=[]
0017,0017_a_portada.jpg,0017_b_codigo.jpg,7501825304562,DEGORTZIN (Cetirizina) Solución 1 mg / mL 50 mL,fc_sin_ean,FC-29670370,mismo nombre · ['degortzin'] nums=[]
0018,0018_a_portada.jpg,0018_b_codigo.jpg,7503000422498,Redalip (BEZAFIBRATO) Tabletas 200 mg C/30 maver,fc_sin_ean,FC-6074BB64,mismo nombre · ['redalip'] nums=[]
0019,0019_a_portada.jpg,0019_b_codigo.jpg,7503001007090,Amifarin (Dicloxacilina) Suspensión 250 mg/5 mL 60 mL WANDEL,en_inventario,FC-9F67BB73,EAN exacto
0020,0020_a_portada.jpg,0020_b_codigo.jpg,780083140663,GIMALXINA (Amoxicilina) Cápsula 500 mg C/12 Collins,fc_sin_ean,FC-428A228F,mismo nombre · ['gimalxina'] nums=[]
0021,0021_a_portada.jpg,0021_b_codigo.jpg,785120755497,Norquinol (Norfloxacino) Tabletas 400 mg C/20 MAVI,en_inventario,FC-5D9DFA3D,EAN 12 dígitos = 7851207554970 en BD
0022,0022_a_portada.jpg,0022_b_codigo.jpg,7502213042745,Protaisol (Bromuro de Ipratropio) Aerosol 20 µg 200 dosis,eq_sin_ean,EQ-HIS085,"mismo nombre · ['200', 'protaisol'] nums=['200']"
0023,0023_a_portada.jpg,0023_b_codigo.jpg,7502001163775,"Acroxil-C (Amoxicilina, Bromhexina) Cápsulas 500 mg, 8 mg C/12 SON'S",fc_sin_ean,FC-85BDBD3D,mismo nombre · ['acroxil'] nums=[]
0024,0024_a_portada.jpg,0024_b_codigo.jpg,7501342803524,Ácido Acetilsalicílico (Ácido Acetilsalicílico) Tabletas 100 mg LR C/30 beadvance,falta,,ASA 100 mg LR beadvance · no es el efervescente 300
0025,0025_a_portada.jpg,0025_b_codigo.jpg,7502009746093,SIBICOS (BIFONAZOL) Crema 1% tubo 20 g Maver,fc_sin_ean,FC-F817BC3A,mismo nombre · ['sibicos'] nums=[]
0026,0026_a_portada.jpg,0026_b_codigo.jpg,7501349021983,lincomicina (lincomicina) Solución 600 mg/2 mL Inyectable  AMSA,fc_sin_ean,FC-E826D304,mismo nombre · ['lincomicina'] nums=['2']
0027,0027_a_portada.jpg,0027_b_codigo.jpg,7502009744877,Odivitor (ATORVASTATINA) Tableta 20 mg C/10 maver,fc_sin_ean,FC-A909ABC0,mismo nombre · ['odivitor'] nums=[]
0028,0028_a_portada.jpg,0028_b_codigo.jpg,7503000422283,"Bactiver F (SULFAMETOXAZOL, TRIMETOPRIMA) Tableta 800/160 mg C/14 maver",fc_sin_ean,FC-F8691496,"mismo nombre · ['bactiver', 'sulfametoxazol', 'trimetoprima'] nums=[]"
0029,0029_a_portada.jpg,0029_b_codigo.jpg,7502216804661,Amlodipino (Amlodipino) Tableta 5 mg C/30 avivia,fc_sin_ean,FC-3B001F9B,mismo nombre · ['amlodipino'] nums=[]
0030,0030_a_portada.jpg,0030_b_codigo.jpg,7501349021570,amoxicilina (amoxicilina) Cápsulas 500 mg C/12 AMSA,falta,,Amoxicilina caps 500 AMSA · no es Clamoxin 12H Ped
0031,0031_a_portada.jpg,0031_b_codigo.jpg,7501349021686,claritromicina (Claritromicina) Tableta 500 mg  AMSA,fc_sin_ean,FC-41339950,mismo nombre · ['claritromicina'] nums=[]
0032,0032_a_portada.jpg,0032_b_codigo.jpg,7501349025271,bencilpenicilina compuesta (Benzatina/procaína/cristalina) Suspensión 1 200 000 UI  AMSA,eq_sin_ean,EQ-AMS398,mismo producto 1.2 MU
0033,0033_a_portada.jpg,0033_b_codigo.jpg,7502009740992,"Clamoxín (AMOXICILINA, ÁCIDO CLAVULÁNICO) Tableta 500/125 mg C/10 Maver",en_inventario,FC-5F30F9D4,EAN exacto
0034,0034_a_portada.jpg,0034_b_codigo.jpg,7502001165311,"Diviltac (Algestona, Estradiol) Inyectable 150/10 mg C/1 SON'S",fc_sin_ean,FC-830BF3FB,mismo nombre · ['diviltac'] nums=[]
0035,0035_a_portada.jpg,0035_b_codigo.jpg,780083141226,"Perudil (Algestona, Estradiol) Inyectable 150/10 mg C/1 Collins",falta,,EAN nuevo
0036,0036_a_portada.jpg,0036_b_codigo.jpg,7501349021488,amikacina (amikacina) Solución 500 mg/2 mL C/2 amp AMSA,en_inventario,FC-11294615,EAN exacto
