producto_id,codigo_barras,nombre,marca,presentacion,posicion,es_principal,url_origen,fuente,confianza,nota_verificacion
519,3311000001476,Mercurio Aceite Coco,Mercurio,50 mL,1,SI,https://www.drogueriamercurio.com.mx/images/productos/aceite-de-coco.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
527,3311000001421,Mercurio Aceite Gomenolado,Mercurio,frasco 50 mL,1,SI,https://www.drogueriamercurio.com.mx/images/productos/aceite-gomenolado.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
529,3311000000936,Mercurio óxido de zinc C/50,Mercurio,pieza (caja C/50),1,SI,https://www.drogueriamercurio.com.mx/images/productos/oxido-de-zinc.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
530,3311000003708,Mercurio Bismuto Subnitrato,Mercurio,C/50,1,SI,https://www.drogueriamercurio.com.mx/images/productos/subnitrato-de-bismuto.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
531,3311000003715,Bicarbonato Sobres,Bicarbonato,C/50,1,SI,https://www.drogueriamercurio.com.mx/images/productos/bicarbonato-de-sodio.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
532,3311000003425,Mercurio Magnesia Anisada,Mercurio,C/50,1,SI,https://www.drogueriamercurio.com.mx/images/productos/magnesia-anisada.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
534,3311000003739,Mercurio Borax Polvo,Mercurio,C/50,1,SI,https://www.drogueriamercurio.com.mx/images/productos/boraz-en-polvo.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
536,3311000003845,Mercurio Flor De Arnica,Mercurio,C/50,1,SI,https://www.drogueriamercurio.com.mx/images/productos/flor-de-arnica.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
538,3311000003494,Mercurio Sulfatiazol Polvo,Mercurio,C/50,1,SI,https://www.drogueriamercurio.com.mx/images/productos/polvo-de-sulfiatizol.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
540,,Perilla N3,Edigar,PIEZA,1,SI,https://www.farmaciasdrahorro.com.mx/wp-content/uploads/2024/07/R08290320030-1.webp,farmaciasdrahorro,NOMBRE_VERIFICADO,"OK visual: perilla de hule en empaque, limpia"
545,3311000000882,Mercurio Veneno De Abeja,Mercurio,frasco 50 g,1,SI,https://www.drogueriamercurio.com.mx/images/productos/pomada-de-veneno-de-abeja.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
586,7506484500522,Cinta micropore blanca 2.5 cm x 5 m,,1 pz,1,SI,https://amazonaws.ipos.mx/fotos/2421/producto/6fbd4a45ea58412691c9b07ffcfadea0_27122025104855.jpg,medartmx,REVISAR,"cinta micropore generica, baja resolucion y el ancho no coincide con el tuyo"
1177,7503002045312,Esencia de clavo Frasco gotero Herbotec,Herbotec,Frasco gotero,1,SI,https://farmasuper.com.mx/web/image/product.template/68834/image_1024,farmasuper,EAN_EXACTO,OK visual: frasco gotero limpio; EAN en la URL del producto
1178,3311000001612,Jarabe de granada Frasco 50 mL Mercurio,Mercurio,Frasco 50 mL,1,SI,https://www.drogueriamercurio.com.mx/images/productos/jarabe-de-granada.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
1192,3311000001049,Pomada de árnica Tarro 50 g Mercurio,Mercurio,Tarro 50 g,1,SI,https://www.drogueriamercurio.com.mx/images/productos/pomada-de-arnica.jpg,drogueriamercurio,MARCA_OFICIAL_CALIDAD_BAJA,"OK visual: producto correcto del fabricante, pero foto amateur con sombras y fondo de color"
1252,2008490100017,Copa lavaojos de vidrio,Arfam,1 copa de vidrio,1,SI,https://farmaciaherrera.com.mx/cdn/shop/files/7506246000697.jpg,farmaciaherrera,REVISAR,"es el producto, pero es foto de la bolsa y baja calidad"
1270,7501846504859,Xiomara Pomada B,Xiomara,,1,SI,https://chedrauimx.vteximg.com.br/arquivos/ids/77250075/7501846504859_00.jpg,chedraui,REVISAR,"EAN coincide exacto, pero la foto es cera 'Black' y tu registro dice 'Pomada B': confirmar contra empaque"
1633,759684313295,JALOMA ATOMIZADOR 60ML MERTODOL BLANCO,Jaloma,60 ml,1,SI,https://almacenesfarah.mx/cdn/shop/files/jaloma-laboratorios-jaloma-s-a-de-c-v-mertodol-blanco-con-atomizador-42818290614497_2000x.jpg,almacenesfarah,NOMBRE_VERIFICADO,"OK visual: frasco blanco con atomizador, fondo limpio"
1711,7501868950702,Vaso recolector de muestras Dibar 100 ml,Dibar,Vaso 100 ml,1,SI,https://acdn-us.mitiendanube.com/stores/001/946/809/products/86c79ce1-da51-474b-8578-4b419cdfc803sv2014-02-14srbsigs7sbwijnoehr8achshosshsqu7am2sc7yhb3dqjlf2bc3dst2022-07-03t063a423a40zse2122-07-03t063a523a40zspr-5e96d1d91a35dbecd816872253727577-1024-1024.webp,promexsa,NOMBRE_VERIFICADO,OK visual: vaso recolector Dibar en su bolsa
1757,7506335701214,HT-Bloc Accord ondansetrón 1 amp 4 mg/2 mL,Accord,Caja con 1 ampolleta 4 mg/2 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7506335701214.webp,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
